#Position (bp)	Coverage
3.192504101E9	1.8334264952487423E-4
3.1926762215E9	0.0
3.1928082245E9	0.0
3.19294644E9	0.0
3.19308197E9	0.0
3.193206177E9	0.0
3.193316424E9	0.0
3.193419539E9	0.0
3.193529515E9	0.0
3.1936785085E9	4.7081519929262887E-4
3.1938463805E9	0.0
3.194013745E9	0.0
3.194154914E9	0.0
3.1943215615E9	0.0
3.194523951E9	0.0
3.194701111E9	0.0
3.1949120615E9	1.2084494787554582E-4
3.1950927045E9	0.0
3.1952518775E9	3.019794264339152E-4
3.195435748E9	0.0
3.1956091645E9	0.0
3.1958114895E9	0.0
3.196109706E9	0.0
3.196353771E9	0.0
3.1967029805E9	5.7973386805257165E-5
3.197075701E9	0.0
3.1972374515E9	0.0
3.1973796755E9	0.0
3.1975426035E9	0.0
3.1977676235E9	0.0
3.1979527395E9	0.0
3.198105329E9	0.0
3.1982927055E9	0.0
3.1984319245E9	0.0
3.1985867145E9	0.0
3.1987824195E9	2.4307538983215645E-4
3.1991712875E9	0.0
3.1999777515E9	0.0
3.200528247E9	0.0
3.2006652215E9	0.0
3.200838305E9	0.0
3.2009909805E9	0.0
3.2033931135E9	8.475348933968042E-5
3.2058172045E9	0.0
3.2059811825E9	0.0
3.2061196245E9	0.0
3.2066172325E9	5.560150721441044E-4
3.207089975E9	5.066328911405906E-4
3.207220389E9	0.0
3.2074120685E9	0.0
3.207617395E9	0.0
3.207753286E9	0.0
3.2078615945E9	0.0
3.2080453635E9	0.0
3.2082292395E9	0.0
3.208367914E9	2.601042094929646E-4
3.2089832905E9	0.0
3.209674803E9	0.0
3.2098737475E9	0.0
3.2100419585E9	0.0
3.2102197555E9	0.0
3.2104339265E9	1.4854846924339314E-4
3.2107215125E9	0.0
3.2113604835E9	3.145592213543094E-5
3.2120033515E9	1.3989274889251573E-4
3.2124657125E9	3.4748243372212937E-4
3.2128488645E9	0.0
3.213106978E9	1.0149166032343789E-4
3.213360953E9	0.0
3.2134460405E9	0.0
3.213543852E9	4.717485517319462E-4
3.213776264E9	0.0
3.2139953065E9	0.0
3.2141429225E9	0.0
3.214260192E9	5.590418023507708E-4
3.2143816105E9	0.0
3.2144972695E9	0.0
3.2147468265E9	8.654419903343794E-5
3.2150559945E9	0.0
3.2152363695E9	1.6529289901705822E-4
3.2154820185E9	0.0
3.215741986E9	3.6167570062769767E-4
3.2159085415E9	0.0
3.2159970875E9	0.0
3.216172592E9	0.0
3.216423069E9	0.0
3.216602302E9	0.0
3.2167800045E9	0.0
3.216976208E9	0.0
3.217105766E9	0.0
3.217232704E9	0.0
3.217409445E9	0.0
3.217697237E9	0.0
3.2179214175E9	0.0
3.2180018645E9	0.0
3.218181336E9	0.0
3.2183849945E9	2.3643736183191668E-4
3.218538911E9	0.0
3.2186846755E9	0.0
3.2188208615E9	3.1799695392391503E-4
3.21897277E9	0.0
3.21910296E9	0.0
3.2191690575E9	0.0
3.2192929665E9	0.0
3.2194789615E9	0.0
3.2196210305E9	3.3708298019878265E-4
3.2197575135E9	0.0
3.219995537E9	0.0
3.220167637E9	0.0
3.2203473635E9	0.0
3.221264002E9	1.118382435175179E-4
3.222109909E9	0.0
3.222875957E9	2.811913336830959E-5
3.223791153E9	0.0
3.22412338E9	0.0
3.224254907E9	0.0
3.2244573975E9	3.7265335296381597E-4
3.224769352E9	0.0
3.225040074E9	0.0
3.225356919E9	0.0
3.2257667455E9	1.2068325287783141E-4
3.226049282E9	0.0
3.2261483695E9	0.0
3.226296789E9	0.0
3.2277430675E9	1.236981614467797E-4
3.2291691485E9	0.0
3.2293102155E9	0.0
3.229542897E9	1.0114695321421062E-4
3.229926421E9	0.0
3.2302204435E9	0.0
3.231390486E9	7.698060601932353E-5
3.232829023E9	4.1026228163074487E-4
3.233334927E9	1.4381712214747727E-4
3.233509165E9	0.0
3.233610913E9	0.0
3.2345884845E9	1.9648823924583642E-4
3.235611478E9	0.0
3.235841389E9	0.0010558587439097305
3.236013684E9	0.0
3.236113175E9	0.0
3.236247745E9	2.1238423661839583E-4
3.236393074E9	0.0
3.236593858E9	6.555544437965573E-5
3.236821168E9	0.0
3.2370027015E9	1.5130271638810156E-4
3.2371541165E9	0.0
3.2372903675E9	0.0
3.237454116E9	2.5070982218405863E-4
3.237617889E9	4.523836451407449E-4
3.2377327555E9	0.0
3.237790107E9	0.0
3.23800942E9	0.0
3.2382873595E9	3.583555592109128E-4
3.2384664825E9	0.0
3.2386384265E9	2.6304983832058717E-4
3.2387379365E9	0.0
3.2388763955E9	0.0
3.2394871345E9	1.518655159985259E-4
3.2400451855E9	0.0
3.2401687655E9	0.0
3.240257483E9	5.11413034213532E-4
3.24037853E9	1.9625694395228777E-4
3.240502205E9	0.0
3.240617535E9	0.0
3.240704584E9	0.0
3.240776534E9	0.0
3.240945405E9	0.0
3.24108333E9	0.0
3.241179001E9	0.0
3.2412786915E9	0.0
3.2414499945E9	2.0006617573505082E-4
3.2416730825E9	0.0012401885516100976
3.241918281E9	3.386653953014286E-4
3.2422021815E9	0.0
3.24238468E9	0.0
3.2424838075E9	0.0
3.242613675E9	0.0
3.242837515E9	1.0882194973830076E-4
3.2430520525E9	0.0
3.2432052615E9	0.0
3.2433934465E9	0.0
3.2435811345E9	0.0
3.2437431915E9	1.841665848148512E-4
3.244013913E9	0.0
3.2447753955E9	1.6602325374120294E-5
3.245413083E9	2.2908282871476898E-4
3.24721645E9	3.5387770849510774E-5
3.2496140825E9	3.183052820487947E-5
3.250369261E9	0.0
3.250533175E9	0.0
3.250760998E9	3.922343867180023E-4
3.250973697E9	0.0
3.251134365E9	2.888759464181712E-4
3.251527852E9	0.0
3.2519122185E9	0.0
3.2545911175E9	2.654311396063172E-5
3.25718612E9	0.0
3.2572549805E9	3.482085585998351E-4
3.257388095E9	0.0
3.2576295445E9	1.2277470841006753E-4
3.2578364795E9	0.0
3.2585921095E9	4.707734034106479E-5
3.259390735E9	0.0
3.2595566205E9	0.0
3.2600002355E9	4.797675183682421E-5
3.260402002E9	0.0
3.260576013E9	1.094854548573222E-4
3.2607962875E9	0.0
3.261157457E9	0.0
3.2634409245E9	5.060910425375754E-5
3.26574333E9	0.0
3.2661548085E9	0.0
3.2663787555E9	1.8297257241139554E-4
3.2670202135E9	3.3824922202678934E-5
3.267640417E9	0.0
3.2678101975E9	0.0
3.270230748E9	4.6818451087438694E-5
3.27311549E9	4.029890799118187E-5
3.27367699E9	0.0
3.2737756655E9	1.8051410416867239E-4
3.276272668E9	3.79053621173811E-5
3.2792197695E9	0.0
3.2798350495E9	0.0
3.2809278905E9	4.303709302739732E-5
3.2832310845E9	9.749016974121776E-5
3.285024864E9	1.4162003345025297E-4
3.285609009E9	0.0
3.287938268E9	1.3576943767637508E-5
3.2904029025E9	2.2458623423885892E-4
3.2911146315E9	0.0
3.2916465575E9	0.0
3.292083173E9	4.519893179857849E-5
3.2930148125E9	0.0
3.293672616E9	0.0
3.293882219E9	0.0
3.294045945E9	0.0
3.294209985E9	0.0
3.294397618E9	0.0
3.2946044935E9	0.0
3.2947870155E9	0.0
3.2949501305E9	0.0
3.295127729E9	0.0
3.2953053185E9	0.0
3.2954932555E9	0.0
3.295681185E9	0.0
3.2958587755E9	0.0
3.2960464995E9	0.0
3.296203521E9	0.0
3.296350427E9	0.0
3.29653478E9	0.0
3.2967748945E9	0.0
3.297009974E9	0.0
3.2971986175E9	0.0
3.297386395E9	0.0
3.297579883E9	0.0
3.2977653435E9	0.0
3.2979582835E9	0.0
3.298151418E9	0.0
3.298325377E9	0.0
3.298422352E9	0.0034401593336954553
